Region,Suburb,Crime,Year,Quarter,Number,Rate
Gungahlin,Amaroo,Sexual Assault,2019,Q1,1,0.16894745734076702
Gungahlin,Amaroo,Property Damage,2019,Q1,9,1.5205271160669034
Gungahlin,Amaroo,Other,2019,Q1,8,1.3515796587261362
Gungahlin,Amaroo,CINs,2019,Q1,0,0.0
Gungahlin,Amaroo,Homicide,2019,Q2,0,0.0
Gungahlin,Amaroo,Family Violence,2019,Q2,5,0.8447372867038352
Gungahlin,Amaroo,Assault,2019,Q2,1,0.16894745734076702
Gungahlin,Amaroo,Sexual Assault,2019,Q2,2,0.33789491468153404
Gungahlin,Amaroo,Property Damage,2019,Q2,6,1.0136847440446022
Gungahlin,Amaroo,Other,2019,Q2,7,1.1826322013853692
Gungahlin,Amaroo,CINs,2019,Q2,0,0.0
Gungahlin,Amaroo,Homicide,2019,Q3,0,0.0
Gungahlin,Amaroo,Family Violence,2019,Q3,2,0.33789491468153404
Gungahlin,Amaroo,Assault,2019,Q3,3,0.5068423720223011
Gungahlin,Amaroo,Sexual Assault,2019,Q3,0,0.0
Gungahlin,Amaroo,Property Damage,2019,Q3,19,3.2100016894745735
Gungahlin,Amaroo,Other,2019,Q3,12,2.0273694880892044
Gungahlin,Amaroo,CINs,2019,Q3,0,0.0
Gungahlin,Amaroo,Homicide,2019,Q4,0,0.0
Gungahlin,Amaroo,Family Violence,2019,Q4,1,0.16894745734076702
Gungahlin,Amaroo,Assault,2019,Q4,3,0.5068423720223011
Gungahlin,Amaroo,Sexual Assault,2019,Q4,0,0.0
Gungahlin,Amaroo,Property Damage,2019,Q4,22,3.7168440614968747
Gungahlin,Amaroo,Other,2019,Q4,19,3.2100016894745735
Gungahlin,Amaroo,CINs,2019,Q4,0,0.0
Gungahlin,Amaroo,Burglary,2019,Q1,4,0.6757898293630681
Gungahlin,Amaroo,Burglary,2019,Q2,4,0.6757898293630681
Gungahlin,Amaroo,Burglary,2019,Q3,4,0.6757898293630681
Gungahlin,Amaroo,Burglary,2019,Q4,8,1.3515796587261362
Gungahlin,Amaroo,Robbery,2019,Q1,1,0.16894745734076702
Gungahlin,Amaroo,Robbery,2019,Q2,0,0.0
Gungahlin,Amaroo,Robbery,2019,Q3,0,0.0
Gungahlin,Amaroo,Robbery,2019,Q4,0,0.0
Gungahlin,Amaroo,Theft,2019,Q1,17,2.8721067747930396
Gungahlin,Amaroo,Theft,2019,Q2,17,2.8721067747930396
Gungahlin,Amaroo,Theft,2019,Q3,20,3.3789491468153408
Gungahlin,Amaroo,Theft,2019,Q4,27,4.5615813482007095
Gungahlin,Amaroo,Other,2019,Q1,9,1.5205271160669034
Gungahlin,Amaroo,Other,2019,Q2,8,1.3515796587261362
Gungahlin,Amaroo,Other,2019,Q3,13,2.1963169454299716
Gungahlin,Amaroo,Other,2019,Q4,19,3.2100016894745735
Gungahlin,Amaroo,TINs,2019,Q1,1,0.16894745734076702
Gungahlin,Amaroo,TINs,2019,Q2,3,0.5068423720223011
Gungahlin,Amaroo,TINs,2019,Q3,2,0.33789491468153404
Gungahlin,Amaroo,TINs,2019,Q4,5,0.8447372867038352
Gungahlin,Amaroo,Homicide,2020,Q1,0,0.0
Gungahlin,Amaroo,Family Violence,2020,Q1,4,0.6670001667500417
Gungahlin,Amaroo,Assault,2020,Q1,1,0.16675004168751043
Gungahlin,Amaroo,Sexual Assault,2020,Q1,2,0.33350008337502085
Gungahlin,Amaroo,Property Damage,2020,Q1,8,1.3340003335000834
Gungahlin,Amaroo,Other,2020,Q1,27,4.502251125562782
Gungahlin,Amaroo,CINs,2020,Q1,0,0.0
Gungahlin,Amaroo,Homicide,2020,Q2,0,0.0
Gungahlin,Amaroo,Family Violence,2020,Q2,2,0.33350008337502085
Gungahlin,Amaroo,Assault,2020,Q2,1,0.16675004168751043
Gungahlin,Amaroo,Sexual Assault,2020,Q2,1,0.16675004168751043
Gungahlin,Amaroo,Property Damage,2020,Q2,7,1.167250291812573
Gungahlin,Amaroo,Other,2020,Q2,35,5.836251459062865
Gungahlin,Amaroo,CINs,2020,Q2,0,0.0
Gungahlin,Amaroo,Homicide,2020,Q3,0,0.0
Gungahlin,Amaroo,Family Violence,2020,Q3,0,0.0
Gungahlin,Amaroo,Assault,2020,Q3,5,0.8337502084375521
Gungahlin,Amaroo,Sexual Assault,2020,Q3,1,0.16675004168751043
Gungahlin,Amaroo,Property Damage,2020,Q3,4,0.6670001667500417
Gungahlin,Amaroo,Other,2020,Q3,18,3.001500750375188
Gungahlin,Amaroo,CINs,2020,Q3,0,0.0
Gungahlin,Amaroo,Homicide,2020,Q4,0,0.0
Gungahlin,Amaroo,Family Violence,2020,Q4,6,1.0005002501250626
Gungahlin,Amaroo,Assault,2020,Q4,7,1.167250291812573
Gungahlin,Amaroo,Sexual Assault,2020,Q4,4,0.6670001667500417
Gungahlin,Amaroo,Property Damage,2020,Q4,9,1.500750375187594
Gungahlin,Amaroo,Other,2020,Q4,17,2.834750708687677
Gungahlin,Amaroo,CINs,2020,Q4,0,0.0
Gungahlin,Amaroo,Burglary,2020,Q1,5,0.8337502084375521
Gungahlin,Amaroo,Burglary,2020,Q2,4,0.6670001667500417
Gungahlin,Amaroo,Burglary,2020,Q3,3,0.5002501250625313
Gungahlin,Amaroo,Burglary,2020,Q4,2,0.33350008337502085
Gungahlin,Amaroo,Robbery,2020,Q1,0,0.0
Gungahlin,Amaroo,Robbery,2020,Q2,0,0.0
Gungahlin,Amaroo,Robbery,2020,Q3,0,0.0
Gungahlin,Amaroo,Robbery,2020,Q4,0,0.0
Gungahlin,Amaroo,Theft,2020,Q1,24,4.00200100050025
Gungahlin,Amaroo,Theft,2020,Q2,6,1.0005002501250626
Gungahlin,Amaroo,Theft,2020,Q3,19,3.168250792062698
Gungahlin,Amaroo,Theft,2020,Q4,17,2.834750708687677
Gungahlin,Amaroo,Other,2020,Q1,27,4.502251125562782
Gungahlin,Amaroo,Other,2020,Q2,36,6.003001500750376
Gungahlin,Amaroo,Other,2020,Q3,18,3.001500750375188
Gungahlin,Amaroo,Other,2020,Q4,17,2.834750708687677
Gungahlin,Amaroo,TINs,2020,Q1,7,1.167250291812573
Gungahlin,Amaroo,TINs,2020,Q2,6,1.0005002501250626
Gungahlin,Amaroo,TINs,2020,Q3,10,1.6675004168751042
Gungahlin,Amaroo,TINs,2020,Q4,5,0.8337502084375521
Gungahlin,Amaroo,Homicide,2021,Q1,0,0.0
Gungahlin,Amaroo,Family Violence,2021,Q1,0,0.0
Gungahlin,Amaroo,Assault,2021,Q1,2,0.3274394237066143
Gungahlin,Amaroo,Sexual Assault,2021,Q1,1,0.16371971185330714
Gungahlin,Amaroo,Property Damage,2021,Q1,4,0.6548788474132285
Gungahlin,Amaroo,Other,2021,Q1,13,2.128356254092993
Gungahlin,Amaroo,CINs,2021,Q1,0,0.0
Gungahlin,Amaroo,Homicide,2021,Q2,0,0.0
Gungahlin,Amaroo,Family Violence,2021,Q2,3,0.49115913555992147
Gungahlin,Amaroo,Assault,2021,Q2,1,0.16371971185330714
Gungahlin,Amaroo,Sexual Assault,2021,Q2,2,0.3274394237066143
Gungahlin,Amaroo,Property Damage,2021,Q2,4,0.6548788474132285
Gungahlin,Amaroo,Other,2021,Q2,20,3.2743942370661427
Gungahlin,Amaroo,CINs,2021,Q2,0,0.0
Gungahlin,Amaroo,Homicide,2021,Q3,0,0.0
Gungahlin,Amaroo,Family Violence,2021,Q3,5,0.8185985592665357
Gungahlin,Amaroo,Assault,2021,Q3,3,0.49115913555992147
Gungahlin,Amaroo,Sexual Assault,2021,Q3,1,0.16371971185330714
Gungahlin,Amaroo,Property Damage,2021,Q3,6,0.9823182711198429
Gungahlin,Amaroo,Other,2021,Q3,15,2.4557956777996073
Gungahlin,Amaroo,CINs,2021,Q3,0,0.0
Gungahlin,Amaroo,Homicide,2021,Q4,0,0.0
Gungahlin,Amaroo,Family Violence,2021,Q4,6,0.9823182711198429
Gungahlin,Amaroo,Assault,2021,Q4,4,0.6548788474132285
Gungahlin,Amaroo,Sexual Assault,2021,Q4,1,0.16371971185330714
Gungahlin,Amaroo,Property Damage,2021,Q4,14,2.2920759659463
Gungahlin,Amaroo,Other,2021,Q4,13,2.128356254092993
Gungahlin,Amaroo,CINs,2021,Q4,0,0.0
Gungahlin,Amaroo,Burglary,2021,Q1,3,0.49115913555992147
Gungahlin,Amaroo,Burglary,2021,Q2,4,0.6548788474132285
Gungahlin,Amaroo,Burglary,2021,Q3,7,1.14603798297315
Gungahlin,Amaroo,Burglary,2021,Q4,3,0.49115913555992147
Gungahlin,Amaroo,Robbery,2021,Q1,0,0.0
Gungahlin,Amaroo,Robbery,2021,Q2,0,0.0
Gungahlin,Amaroo,Robbery,2021,Q3,2,0.3274394237066143
Gungahlin,Amaroo,Robbery,2021,Q4,0,0.0
Gungahlin,Amaroo,Theft,2021,Q1,21,3.43811394891945
Gungahlin,Amaroo,Theft,2021,Q2,21,3.43811394891945
Gungahlin,Amaroo,Theft,2021,Q3,9,1.4734774066797642
Gungahlin,Amaroo,Theft,2021,Q4,11,1.8009168303863787
Gungahlin,Amaroo,Other,2021,Q1,13,2.128356254092993
Gungahlin,Amaroo,Other,2021,Q2,21,3.43811394891945
Gungahlin,Amaroo,Other,2021,Q3,16,2.619515389652914
Gungahlin,Amaroo,Other,2021,Q4,13,2.128356254092993
Gungahlin,Amaroo,TINs,2021,Q1,10,1.6371971185330714
Gungahlin,Amaroo,TINs,2021,Q2,13,2.128356254092993
Gungahlin,Amaroo,TINs,2021,Q3,1,0.16371971185330714
Gungahlin,Amaroo,TINs,2021,Q4,6,0.9823182711198429
Gungahlin,Amaroo,Homicide,2022,Q1,0,0.0
Gungahlin,Amaroo,Family Violence,2022,Q1,6,0.9837678307919331
Gungahlin,Amaroo,Assault,2022,Q1,5,0.8198065256599443
Gungahlin,Amaroo,Sexual Assault,2022,Q1,2,0.3279226102639777
Gungahlin,Amaroo,Property Damage,2022,Q1,3,0.49188391539596654
Gungahlin,Amaroo,Other,2022,Q1,26,4.26299393343171
Gungahlin,Amaroo,CINs,2022,Q1,0,0.0
Gungahlin,Amaroo,Homicide,2022,Q2,0,0.0
Gungahlin,Amaroo,Family Violence,2022,Q2,3,0.49188391539596654
Gungahlin,Amaroo,Assault,2022,Q2,3,0.49188391539596654
Gungahlin,Amaroo,Sexual Assault,2022,Q2,1,0.16396130513198884
Gungahlin,Amaroo,Property Damage,2022,Q2,8,1.3116904410559107
Gungahlin,Amaroo,Other,2022,Q2,24,3.9350713231677323
Gungahlin,Amaroo,CINs,2022,Q2,0,0.0
Gungahlin,Amaroo,Homicide,2022,Q3,0,0.0
Gungahlin,Amaroo,Family Violence,2022,Q3,5,0.8198065256599443
Gungahlin,Amaroo,Assault,2022,Q3,7,1.147729135923922
Gungahlin,Amaroo,Sexual Assault,2022,Q3,1,0.16396130513198884
Gungahlin,Amaroo,Property Damage,2022,Q3,5,0.8198065256599443
Gungahlin,Amaroo,Other,2022,Q3,16,2.6233808821118214
Gungahlin,Amaroo,CINs,2022,Q3,0,0.0
Gungahlin,Amaroo,Homicide,2022,Q4,0,0.0
Gungahlin,Amaroo,Family Violence,2022,Q4,7,1.147729135923922
Gungahlin,Amaroo,Assault,2022,Q4,3,0.49188391539596654
Gungahlin,Amaroo,Sexual Assault,2022,Q4,1,0.16396130513198884
Gungahlin,Amaroo,Property Damage,2022,Q4,9,1.4756517461878995
Gungahlin,Amaroo,Other,2022,Q4,16,2.6233808821118214
Gungahlin,Amaroo,CINs,2022,Q4,0,0.0
Gungahlin,Amaroo,Burglary,2022,Q1,3,0.49188391539596654
Gungahlin,Amaroo,Burglary,2022,Q2,1,0.16396130513198884
Gungahlin,Amaroo,Burglary,2022,Q3,4,0.6558452205279554
Gungahlin,Amaroo,Burglary,2022,Q4,4,0.6558452205279554
Gungahlin,Amaroo,Robbery,2022,Q1,2,0.3279226102639777
Gungahlin,Amaroo,Robbery,2022,Q2,0,0.0
Gungahlin,Amaroo,Robbery,2022,Q3,0,0.0
Gungahlin,Amaroo,Robbery,2022,Q4,0,0.0
Gungahlin,Amaroo,Theft,2022,Q1,11,1.8035743564518774
Gungahlin,Amaroo,Theft,2022,Q2,25,4.099032628299721
Gungahlin,Amaroo,Theft,2022,Q3,10,1.6396130513198885
Gungahlin,Amaroo,Theft,2022,Q4,21,3.4431874077717657
Gungahlin,Amaroo,Other,2022,Q1,29,4.754877848827676
Gungahlin,Amaroo,Other,2022,Q2,28,4.590916543695688
Gungahlin,Amaroo,Other,2022,Q3,17,2.7873421872438104
Gungahlin,Amaroo,Other,2022,Q4,16,2.6233808821118214
Gungahlin,Amaroo,TINs,2022,Q1,5,0.8198065256599443
Gungahlin,Amaroo,TINs,2022,Q2,11,1.8035743564518774
Gungahlin,Amaroo,TINs,2022,Q3,6,0.9837678307919331
Gungahlin,Amaroo,TINs,2022,Q4,20,3.279226102639777
Gungahlin,Amaroo,Homicide,2023,Q1,0,0.0
Gungahlin,Amaroo,Family Violence,2023,Q1,6,0.9839291571006887
Gungahlin,Amaroo,Assault,2023,Q1,3,0.49196457855034437
Gungahlin,Amaroo,Sexual Assault,2023,Q1,3,0.49196457855034437
Gungahlin,Amaroo,Property Damage,2023,Q1,9,1.475893735651033
Gungahlin,Amaroo,Other,2023,Q1,19,3.115775664152181
Gungahlin,Amaroo,CINs,2023,Q1,0,0.0
Gungahlin,Amaroo,Homicide,2023,Q2,0,0.0
Gungahlin,Amaroo,Family Violence,2023,Q2,2,0.3279763857002296
Gungahlin,Amaroo,Assault,2023,Q2,2,0.3279763857002296
Gungahlin,Amaroo,Sexual Assault,2023,Q2,2,0.3279763857002296
Gungahlin,Amaroo,Property Damage,2023,Q2,3,0.49196457855034437
Gungahlin,Amaroo,Other,2023,Q2,24,3.935716628402755
Gungahlin,Amaroo,CINs,2023,Q2,0,0.0
Gungahlin,Amaroo,Homicide,2023,Q3,0,0.0
Gungahlin,Amaroo,Family Violence,2023,Q3,6,0.9839291571006887
Gungahlin,Amaroo,Assault,2023,Q3,8,1.3119055428009183
Gungahlin,Amaroo,Sexual Assault,2023,Q3,0,0.0
Gungahlin,Amaroo,Property Damage,2023,Q3,4,0.6559527714004592
Gungahlin,Amaroo,Other,2023,Q3,27,4.4276812069531
Gungahlin,Amaroo,CINs,2023,Q3,0,0.0
Gungahlin,Amaroo,Homicide,2023,Q4,0,0.0
Gungahlin,Amaroo,Family Violence,2023,Q4,4,0.6559527714004592
Gungahlin,Amaroo,Assault,2023,Q4,3,0.49196457855034437
Gungahlin,Amaroo,Sexual Assault,2023,Q4,1,0.1639881928501148
Gungahlin,Amaroo,Property Damage,2023,Q4,4,0.6559527714004592
Gungahlin,Amaroo,Other,2023,Q4,18,2.951787471302066
Gungahlin,Amaroo,CINs,2023,Q4,0,0.0
Gungahlin,Amaroo,Burglary,2023,Q1,3,0.49196457855034437
Gungahlin,Amaroo,Burglary,2023,Q2,3,0.49196457855034437
Gungahlin,Amaroo,Burglary,2023,Q3,4,0.6559527714004592
Gungahlin,Amaroo,Burglary,2023,Q4,0,0.0
Gungahlin,Amaroo,Robbery,2023,Q1,1,0.1639881928501148
Gungahlin,Amaroo,Robbery,2023,Q2,0,0.0
Gungahlin,Amaroo,Robbery,2023,Q3,1,0.1639881928501148
Gungahlin,Amaroo,Robbery,2023,Q4,0,0.0
Gungahlin,Amaroo,Theft,2023,Q1,9,1.475893735651033
Gungahlin,Amaroo,Theft,2023,Q2,12,1.9678583142013775
Gungahlin,Amaroo,Theft,2023,Q3,27,4.4276812069531
Gungahlin,Amaroo,Theft,2023,Q4,18,2.951787471302066
Gungahlin,Amaroo,Other,2023,Q1,21,3.4437520498524106
Gungahlin,Amaroo,Other,2023,Q2,26,4.2636930141029845
Gungahlin,Amaroo,Other,2023,Q3,28,4.591669399803214
Gungahlin,Amaroo,Other,2023,Q4,19,3.115775664152181
Gungahlin,Amaroo,TINs,2023,Q1,8,1.3119055428009183
Gungahlin,Amaroo,TINs,2023,Q2,6,0.9839291571006887
Gungahlin,Amaroo,TINs,2023,Q3,2,0.3279763857002296
Gungahlin,Amaroo,TINs,2023,Q4,4,0.6559527714004592
Gungahlin,Amaroo,Homicide,2024,Q1,0,0.0
Gungahlin,Amaroo,Family Violence,2024,Q1,2,0.3333333333333333
Gungahlin,Amaroo,Assault,2024,Q1,5,0.8333333333333334
Gungahlin,Amaroo,Sexual Assault,2024,Q1,0,0.0
Gungahlin,Amaroo,Property Damage,2024,Q1,10,1.6666666666666667
Gungahlin,Amaroo,Other,2024,Q1,15,2.5
Gungahlin,Amaroo,CINs,2024,Q1,0,0.0
Gungahlin,Amaroo,Homicide,2024,Q2,0,0.0
Gungahlin,Amaroo,Family Violence,2024,Q2,3,0.5
Gungahlin,Amaroo,Assault,2024,Q2,5,0.8333333333333334
Gungahlin,Amaroo,Sexual Assault,2024,Q2,0,0.0
Gungahlin,Amaroo,Property Damage,2024,Q2,5,0.8333333333333334
Gungahlin,Amaroo,Other,2024,Q2,16,2.6666666666666665
Gungahlin,Amaroo,CINs,2024,Q2,0,0.0
Gungahlin,Amaroo,Homicide,2024,Q3,0,0.0
Gungahlin,Amaroo,Family Violence,2024,Q3,4,0.6666666666666666
Gungahlin,Amaroo,Assault,2024,Q3,6,1.0
Gungahlin,Amaroo,Sexual Assault,2024,Q3,2,0.3333333333333333
Gungahlin,Amaroo,Property Damage,2024,Q3,8,1.3333333333333333
Gungahlin,Amaroo,Other,2024,Q3,15,2.5
Gungahlin,Amaroo,CINs,2024,Q3,0,0.0
Gungahlin,Amaroo,Homicide,2024,Q4,0,0.0
Gungahlin,Amaroo,Family Violence,2024,Q4,3,0.5
Gungahlin,Amaroo,Assault,2024,Q4,6,1.0
Gungahlin,Amaroo,Sexual Assault,2024,Q4,0,0.0
Gungahlin,Amaroo,Property Damage,2024,Q4,10,1.6666666666666667
Gungahlin,Amaroo,Other,2024,Q4,16,2.6666666666666665
Gungahlin,Amaroo,CINs,2024,Q4,0,0.0
Gungahlin,Amaroo,Burglary,2024,Q1,4,0.6666666666666666
Gungahlin,Amaroo,Burglary,2024,Q2,6,1.0
Gungahlin,Amaroo,Burglary,2024,Q3,0,0.0
Gungahlin,Amaroo,Burglary,2024,Q4,1,0.16666666666666666
Gungahlin,Amaroo,Robbery,2024,Q1,0,0.0
Gungahlin,Amaroo,Robbery,2024,Q2,0,0.0
Gungahlin,Amaroo,Robbery,2024,Q3,1,0.16666666666666666
Gungahlin,Amaroo,Robbery,2024,Q4,1,0.16666666666666666
Gungahlin,Amaroo,Theft,2024,Q1,22,3.6666666666666665
Gungahlin,Amaroo,Theft,2024,Q2,10,1.6666666666666667
Gungahlin,Amaroo,Theft,2024,Q3,15,2.5
Gungahlin,Amaroo,Theft,2024,Q4,8,1.3333333333333333
Gungahlin,Amaroo,Other,2024,Q1,16,2.6666666666666665
Gungahlin,Amaroo,Other,2024,Q2,16,2.6666666666666665
Gungahlin,Amaroo,Other,2024,Q3,18,3.0
Gungahlin,Amaroo,Other,2024,Q4,16,2.6666666666666665
Gungahlin,Amaroo,TINs,2024,Q1,9,1.5
Gungahlin,Amaroo,TINs,2024,Q2,6,1.0
Gungahlin,Amaroo,TINs,2024,Q3,8,1.3333333333333333
Gungahlin,Amaroo,TINs,2024,Q4,11,1.8333333333333333
Gungahlin,Amaroo,Homicide,2025,Q1,0,0.0
Gungahlin,Amaroo,Family Violence,2025,Q1,0,0.0
Gungahlin,Amaroo,Assault,2025,Q1,1,0.1670843776106934
Gungahlin,Amaroo,Sexual Assault,2025,Q1,0,0.0
Gungahlin,Amaroo,Property Damage,2025,Q1,4,0.6683375104427736
Gungahlin,Amaroo,Other,2025,Q1,26,4.344193817878028
Gungahlin,Amaroo,CINs,2025,Q1,0,0.0
Gungahlin,Amaroo,Homicide,2025,Q2,0,0.0
Gungahlin,Amaroo,Family Violence,2025,Q2,3,0.5012531328320802
Gungahlin,Amaroo,Assault,2025,Q2,3,0.5012531328320802
Gungahlin,Amaroo,Sexual Assault,2025,Q2,2,0.3341687552213868
Gungahlin,Amaroo,Property Damage,2025,Q2,6,1.0025062656641603
Gungahlin,Amaroo,Other,2025,Q2,9,1.5037593984962405
Gungahlin,Amaroo,CINs,2025,Q2,0,0.0
Gungahlin,Amaroo,Burglary,2025,Q1,3,0.5012531328320802
Gungahlin,Amaroo,Burglary,2025,Q2,13,2.172096908939014
Gungahlin,Amaroo,Robbery,2025,Q1,0,0.0
Gungahlin,Amaroo,Robbery,2025,Q2,1,0.1670843776106934
Gungahlin,Amaroo,Theft,2025,Q1,10,1.670843776106934
Gungahlin,Amaroo,Theft,2025,Q2,25,4.177109440267335
Gungahlin,Amaroo,Other,2025,Q1,28,4.678362573099415
Gungahlin,Amaroo,Other,2025,Q2,10,1.670843776106934
Gungahlin,Amaroo,TINs,2025,Q1,9,1.5037593984962405
Gungahlin,Amaroo,TINs,2025,Q2,13,2.172096908939014
Gungahlin,Bonner,Homicide,2014,Q1,0,0.0
Gungahlin,Bonner,Family Violence,2014,Q1,5,0.869414014953921
Gungahlin,Bonner,Assault,2014,Q1,1,0.1738828029907842
Gungahlin,Bonner,Sexual Assault,2014,Q1,1,0.1738828029907842
Gungahlin,Bonner,Property Damage,2014,Q1,14,2.434359241870979
Gungahlin,Bonner,Other,2014,Q1,20,3.477656059815684
Gungahlin,Bonner,CINs,2014,Q1,0,0.0
Gungahlin,Bonner,Homicide,2014,Q2,0,0.0
Gungahlin,Bonner,Family Violence,2014,Q2,1,0.1738828029907842
Gungahlin,Bonner,Assault,2014,Q2,0,0.0
Gungahlin,Bonner,Sexual Assault,2014,Q2,0,0.0
Gungahlin,Bonner,Property Damage,2014,Q2,13,2.2604764388801946
Gungahlin,Bonner,Other,2014,Q2,12,2.0865936358894106
Gungahlin,Bonner,CINs,2014,Q2,0,0.0
Gungahlin,Bonner,Homicide,2014,Q3,0,0.0
Gungahlin,Bonner,Family Violence,2014,Q3,2,0.3477656059815684
Gungahlin,Bonner,Assault,2014,Q3,1,0.1738828029907842
Gungahlin,Bonner,Sexual Assault,2014,Q3,0,0.0
Gungahlin,Bonner,Property Damage,2014,Q3,4,0.6955312119631368
Gungahlin,Bonner,Other,2014,Q3,5,0.869414014953921
Gungahlin,Bonner,CINs,2014,Q3,0,0.0
Gungahlin,Bonner,Homicide,2014,Q4,0,0.0
Gungahlin,Bonner,Family Violence,2014,Q4,1,0.1738828029907842
Gungahlin,Bonner,Assault,2014,Q4,1,0.1738828029907842
Gungahlin,Bonner,Sexual Assault,2014,Q4,4,0.6955312119631368
Gungahlin,Bonner,Property Damage,2014,Q4,4,0.6955312119631368
Gungahlin,Bonner,Other,2014,Q4,9,1.5649452269170578
Gungahlin,Bonner,CINs,2014,Q4,0,0.0
Gungahlin,Bonner,Burglary,2014,Q1,1,0.1738828029907842
Gungahlin,Bonner,Burglary,2014,Q2,5,0.869414014953921
Gungahlin,Bonner,Burglary,2014,Q3,2,0.3477656059815684
Gungahlin,Bonner,Burglary,2014,Q4,7,1.2171796209354895
Gungahlin,Bonner,Robbery,2014,Q1,0,0.0
Gungahlin,Bonner,Robbery,2014,Q2,0,0.0
Gungahlin,Bonner,Robbery,2014,Q3,0,0.0
Gungahlin,Bonner,Robbery,2014,Q4,0,0.0
Gungahlin,Bonner,Theft,2014,Q1,12,2.0865936358894106
Gungahlin,Bonner,Theft,2014,Q2,4,0.6955312119631368
Gungahlin,Bonner,Theft,2014,Q3,11,1.9127108328986262
Gungahlin,Bonner,Theft,2014,Q4,8,1.3910624239262737
Gungahlin,Bonner,Other,2014,Q1,22,3.8254216657972524
Gungahlin,Bonner,Other,2014,Q2,13,2.2604764388801946
Gungahlin,Bonner,Other,2014,Q3,5,0.869414014953921
Gungahlin,Bonner,Other,2014,Q4,9,1.5649452269170578
Gungahlin,Bonner,TINs,2014,Q1,9,1.5649452269170578
Gungahlin,Bonner,TINs,2014,Q2,16,2.7821248478525473
Gungahlin,Bonner,TINs,2014,Q3,15,2.608242044861763
Gungahlin,Bonner,TINs,2014,Q4,12,2.0865936358894106
Gungahlin,Bonner,Homicide,2015,Q1,0,0.0
Gungahlin,Bonner,Family Violence,2015,Q1,1,0.1606941989394183
Gungahlin,Bonner,Assault,2015,Q1,0,0.0
Gungahlin,Bonner,Sexual Assault,2015,Q1,0,0.0
Gungahlin,Bonner,Property Damage,2015,Q1,7,1.124859392575928
Gungahlin,Bonner,Other,2015,Q1,5,0.8034709946970915
Gungahlin,Bonner,CINs,2015,Q1,0,0.0
Gungahlin,Bonner,Homicide,2015,Q2,0,0.0
Gungahlin,Bonner,Family Violence,2015,Q2,3,0.4820825968182549
Gungahlin,Bonner,Assault,2015,Q2,2,0.3213883978788366
Gungahlin,Bonner,Sexual Assault,2015,Q2,1,0.1606941989394183
Gungahlin,Bonner,Property Damage,2015,Q2,7,1.124859392575928
Gungahlin,Bonner,Other,2015,Q2,9,1.4462477904547646
Gungahlin,Bonner,CINs,2015,Q2,0,0.0
Gungahlin,Bonner,Homicide,2015,Q3,0,0.0
Gungahlin,Bonner,Family Violence,2015,Q3,1,0.1606941989394183
Gungahlin,Bonner,Assault,2015,Q3,1,0.1606941989394183
Gungahlin,Bonner,Sexual Assault,2015,Q3,0,0.0
Gungahlin,Bonner,Property Damage,2015,Q3,8,1.2855535915153464
Gungahlin,Bonner,Other,2015,Q3,7,1.124859392575928
Gungahlin,Bonner,CINs,2015,Q3,0,0.0
Gungahlin,Bonner,Homicide,2015,Q4,0,0.0
Gungahlin,Bonner,Family Violence,2015,Q4,6,0.9641651936365098
Gungahlin,Bonner,Assault,2015,Q4,1,0.1606941989394183
Gungahlin,Bonner,Sexual Assault,2015,Q4,0,0.0
Gungahlin,Bonner,Property Damage,2015,Q4,7,1.124859392575928
Gungahlin,Bonner,Other,2015,Q4,5,0.8034709946970915
Gungahlin,Bonner,CINs,2015,Q4,0,0.0
Gungahlin,Bonner,Burglary,2015,Q1,2,0.3213883978788366
Gungahlin,Bonner,Burglary,2015,Q2,5,0.8034709946970915
Gungahlin,Bonner,Burglary,2015,Q3,2,0.3213883978788366
Gungahlin,Bonner,Burglary,2015,Q4,2,0.3213883978788366
Gungahlin,Bonner,Robbery,2015,Q1,0,0.0
Gungahlin,Bonner,Robbery,2015,Q2,0,0.0
Gungahlin,Bonner,Robbery,2015,Q3,0,0.0
Gungahlin,Bonner,Robbery,2015,Q4,0,0.0
Gungahlin,Bonner,Theft,2015,Q1,8,1.2855535915153464
Gungahlin,Bonner,Theft,2015,Q2,22,3.5352723766672023
Gungahlin,Bonner,Theft,2015,Q3,6,0.9641651936365098
Gungahlin,Bonner,Theft,2015,Q4,12,1.9283303872730195
Gungahlin,Bonner,Other,2015,Q1,5,0.8034709946970915
Gungahlin,Bonner,Other,2015,Q2,9,1.4462477904547646
Gungahlin,Bonner,Other,2015,Q3,7,1.124859392575928
Gungahlin,Bonner,Other,2015,Q4,5,0.8034709946970915
Gungahlin,Bonner,TINs,2015,Q1,7,1.124859392575928
Gungahlin,Bonner,TINs,2015,Q2,4,0.6427767957576732
Gungahlin,Bonner,TINs,2015,Q3,6,0.9641651936365098
Gungahlin,Bonner,TINs,2015,Q4,9,1.4462477904547646
Gungahlin,Bonner,Homicide,2016,Q1,0,0.0
Gungahlin,Bonner,Family Violence,2016,Q1,3,0.43911007025761123
Gungahlin,Bonner,Assault,2016,Q1,2,0.2927400468384075
Gungahlin,Bonner,Sexual Assault,2016,Q1,0,0.0
Gungahlin,Bonner,Property Damage,2016,Q1,7,1.0245901639344261
Gungahlin,Bonner,Other,2016,Q1,6,0.8782201405152225
Gungahlin,Bonner,CINs,2016,Q1,0,0.0
Gungahlin,Bonner,Homicide,2016,Q2,0,0.0
