Region,Suburb,Crime,Year,Quarter,Number
Tuggeranong,Gordon,Sexual Assault,2024,Q3,1
Tuggeranong,Gowrie,Sexual Assault,2024,Q3,1
Tuggeranong,Greenway,Sexual Assault,2024,Q3,13
Tuggeranong,Isabella Plains,Sexual Assault,2024,Q3,0
Tuggeranong,Kambah,Sexual Assault,2024,Q3,7
Tuggeranong,Macarthur,Sexual Assault,2024,Q3,2
Tuggeranong,Monash,Sexual Assault,2024,Q3,0
Tuggeranong,Oxley,Sexual Assault,2024,Q3,0
Tuggeranong,Richardson,Sexual Assault,2024,Q3,2
Tuggeranong,Theodore,Sexual Assault,2024,Q3,1
Tuggeranong,Wanniassa,Sexual Assault,2024,Q3,3
Tuggeranong,Banks,Property Damage,2024,Q3,0
Tuggeranong,Bonython,Property Damage,2024,Q3,3
Tuggeranong,Calwell,Property Damage,2024,Q3,10
Tuggeranong,Chisholm,Property Damage,2024,Q3,10
Tuggeranong,Conder,Property Damage,2024,Q3,6
Tuggeranong,Fadden,Property Damage,2024,Q3,1
Tuggeranong,Gilmore,Property Damage,2024,Q3,8
Tuggeranong,Gordon,Property Damage,2024,Q3,12
Tuggeranong,Gowrie,Property Damage,2024,Q3,5
Tuggeranong,Greenway,Property Damage,2024,Q3,25
Tuggeranong,Isabella Plains,Property Damage,2024,Q3,5
Tuggeranong,Kambah,Property Damage,2024,Q3,14
Tuggeranong,Macarthur,Property Damage,2024,Q3,0
Tuggeranong,Monash,Property Damage,2024,Q3,8
Tuggeranong,Oxley,Property Damage,2024,Q3,2
Tuggeranong,Richardson,Property Damage,2024,Q3,3
Tuggeranong,Theodore,Property Damage,2024,Q3,7
Tuggeranong,Wanniassa,Property Damage,2024,Q3,9
Tuggeranong,Banks,Other,2024,Q3,8
Tuggeranong,Bonython,Other,2024,Q3,17
Tuggeranong,Calwell,Other,2024,Q3,25
Tuggeranong,Chisholm,Other,2024,Q3,25
Tuggeranong,Conder,Other,2024,Q3,13
Tuggeranong,Fadden,Other,2024,Q3,12
Tuggeranong,Gilmore,Other,2024,Q3,8
Tuggeranong,Gordon,Other,2024,Q3,15
Tuggeranong,Gowrie,Other,2024,Q3,14
Tuggeranong,Greenway,Other,2024,Q3,76
Tuggeranong,Isabella Plains,Other,2024,Q3,11
Tuggeranong,Kambah,Other,2024,Q3,55
Tuggeranong,Macarthur,Other,2024,Q3,1
Tuggeranong,Monash,Other,2024,Q3,7
Tuggeranong,Oxley,Other,2024,Q3,6
Tuggeranong,Richardson,Other,2024,Q3,17
Tuggeranong,Theodore,Other,2024,Q3,10
Tuggeranong,Wanniassa,Other,2024,Q3,25
Tuggeranong,Banks,CINs,2024,Q3,0
Tuggeranong,Bonython,CINs,2024,Q3,0
Tuggeranong,Calwell,CINs,2024,Q3,0
Tuggeranong,Chisholm,CINs,2024,Q3,0
Tuggeranong,Conder,CINs,2024,Q3,0
Tuggeranong,Fadden,CINs,2024,Q3,0
Tuggeranong,Gilmore,CINs,2024,Q3,0
Tuggeranong,Gordon,CINs,2024,Q3,0
Tuggeranong,Gowrie,CINs,2024,Q3,0
Tuggeranong,Greenway,CINs,2024,Q3,0
Tuggeranong,Isabella Plains,CINs,2024,Q3,0
Tuggeranong,Kambah,CINs,2024,Q3,0
Tuggeranong,Macarthur,CINs,2024,Q3,0
Tuggeranong,Monash,CINs,2024,Q3,0
Tuggeranong,Oxley,CINs,2024,Q3,0
Tuggeranong,Richardson,CINs,2024,Q3,0
Tuggeranong,Theodore,CINs,2024,Q3,0
Tuggeranong,Wanniassa,CINs,2024,Q3,0
Other,Hume,Homicide,2024,Q3,0
Other,Hume,Family Violence,2024,Q3,0
Other,Hume,Assault,2024,Q3,15
Other,Hume,Sexual Assault,2024,Q3,1
Other,Hume,Property Damage,2024,Q3,7
Other,Hume,Other,2024,Q3,38
Other,Hume,CINs,2024,Q3,0
Inner South,Parkes & Capital Hill,Assault,2024,Q3,2
Inner South,Parkes & Capital Hill,CINs,2024,Q3,0
Inner South,Parkes & Capital Hill,Family Violence,2024,Q3,0
Inner South,Parkes & Capital Hill,Homicide,2024,Q3,0
Inner South,Parkes & Capital Hill,Other,2024,Q3,9
Inner South,Parkes & Capital Hill,Property Damage,2024,Q3,5
Inner South,Parkes & Capital Hill,Sexual Assault,2024,Q3,1
Belconnen,Aranda,Homicide,2024,Q4,0
Belconnen,Belconnen,Homicide,2024,Q4,0
Belconnen,Bruce,Homicide,2024,Q4,0
Belconnen,Charnwood,Homicide,2024,Q4,0
Belconnen,Cook,Homicide,2024,Q4,0
Belconnen,Dunlop,Homicide,2024,Q4,0
Belconnen,Evatt,Homicide,2024,Q4,0
Belconnen,Florey,Homicide,2024,Q4,0
Belconnen,Flynn,Homicide,2024,Q4,0
Belconnen,Fraser,Homicide,2024,Q4,0
Belconnen,Giralang,Homicide,2024,Q4,0
Belconnen,Hawker,Homicide,2024,Q4,0
Belconnen,Higgins,Homicide,2024,Q4,0
Belconnen,Holt,Homicide,2024,Q4,0
Belconnen,Kaleen,Homicide,2024,Q4,0
Belconnen,Latham,Homicide,2024,Q4,0
Belconnen,Lawson,Homicide,2024,Q4,0
Belconnen,Macgregor,Homicide,2024,Q4,0
Belconnen,Macquarie,Homicide,2024,Q4,0
Belconnen,McKellar,Homicide,2024,Q4,0
Belconnen,Melba,Homicide,2024,Q4,0
Belconnen,Page,Homicide,2024,Q4,0
Belconnen,Scullin,Homicide,2024,Q4,0
Belconnen,Spence,Homicide,2024,Q4,0
Belconnen,Weetangera,Homicide,2024,Q4,0
Belconnen,Aranda,Family Violence,2024,Q4,0
Belconnen,Belconnen,Family Violence,2024,Q4,15
Belconnen,Bruce,Family Violence,2024,Q4,8
Belconnen,Charnwood,Family Violence,2024,Q4,5
Belconnen,Cook,Family Violence,2024,Q4,2
Belconnen,Dunlop,Family Violence,2024,Q4,6
Belconnen,Evatt,Family Violence,2024,Q4,0
Belconnen,Florey,Family Violence,2024,Q4,2
Belconnen,Flynn,Family Violence,2024,Q4,1
Belconnen,Fraser,Family Violence,2024,Q4,1
Belconnen,Giralang,Family Violence,2024,Q4,0
Belconnen,Hawker,Family Violence,2024,Q4,3
Belconnen,Higgins,Family Violence,2024,Q4,4
Belconnen,Holt,Family Violence,2024,Q4,4
Belconnen,Kaleen,Family Violence,2024,Q4,8
Belconnen,Latham,Family Violence,2024,Q4,2
Belconnen,Lawson,Family Violence,2024,Q4,0
Belconnen,Macgregor,Family Violence,2024,Q4,10
Belconnen,Macquarie,Family Violence,2024,Q4,2
Belconnen,McKellar,Family Violence,2024,Q4,2
Belconnen,Melba,Family Violence,2024,Q4,3
Belconnen,Page,Family Violence,2024,Q4,1
Belconnen,Scullin,Family Violence,2024,Q4,1
Belconnen,Spence,Family Violence,2024,Q4,3
Belconnen,Weetangera,Family Violence,2024,Q4,1
Belconnen,Aranda,Assault,2024,Q4,7
Belconnen,Belconnen,Assault,2024,Q4,26
Belconnen,Bruce,Assault,2024,Q4,5
Belconnen,Charnwood,Assault,2024,Q4,2
Belconnen,Cook,Assault,2024,Q4,0
Belconnen,Dunlop,Assault,2024,Q4,3
Belconnen,Evatt,Assault,2024,Q4,0
Belconnen,Florey,Assault,2024,Q4,0
Belconnen,Flynn,Assault,2024,Q4,1
Belconnen,Fraser,Assault,2024,Q4,0
Belconnen,Giralang,Assault,2024,Q4,3
Belconnen,Hawker,Assault,2024,Q4,8
Belconnen,Higgins,Assault,2024,Q4,1
Belconnen,Holt,Assault,2024,Q4,11
Belconnen,Kaleen,Assault,2024,Q4,5
Belconnen,Latham,Assault,2024,Q4,1
Belconnen,Lawson,Assault,2024,Q4,0
Belconnen,Macgregor,Assault,2024,Q4,2
Belconnen,Macquarie,Assault,2024,Q4,6
Belconnen,McKellar,Assault,2024,Q4,3
Belconnen,Melba,Assault,2024,Q4,0
Belconnen,Page,Assault,2024,Q4,0
Belconnen,Scullin,Assault,2024,Q4,3
Belconnen,Spence,Assault,2024,Q4,1
Belconnen,Weetangera,Assault,2024,Q4,0
Belconnen,Aranda,Sexual Assault,2024,Q4,0
Belconnen,Belconnen,Sexual Assault,2024,Q4,23
Belconnen,Bruce,Sexual Assault,2024,Q4,3
Belconnen,Charnwood,Sexual Assault,2024,Q4,3
Belconnen,Cook,Sexual Assault,2024,Q4,0
Belconnen,Dunlop,Sexual Assault,2024,Q4,1
Belconnen,Evatt,Sexual Assault,2024,Q4,2
Belconnen,Florey,Sexual Assault,2024,Q4,1
Belconnen,Flynn,Sexual Assault,2024,Q4,2
Belconnen,Fraser,Sexual Assault,2024,Q4,2
Belconnen,Giralang,Sexual Assault,2024,Q4,1
Belconnen,Hawker,Sexual Assault,2024,Q4,2
Belconnen,Higgins,Sexual Assault,2024,Q4,1
Belconnen,Holt,Sexual Assault,2024,Q4,0
Belconnen,Kaleen,Sexual Assault,2024,Q4,3
Belconnen,Latham,Sexual Assault,2024,Q4,0
Belconnen,Lawson,Sexual Assault,2024,Q4,2
Belconnen,Macgregor,Sexual Assault,2024,Q4,0
Belconnen,Macquarie,Sexual Assault,2024,Q4,0
Belconnen,McKellar,Sexual Assault,2024,Q4,0
Belconnen,Melba,Sexual Assault,2024,Q4,0
Belconnen,Page,Sexual Assault,2024,Q4,3
Belconnen,Scullin,Sexual Assault,2024,Q4,1
Belconnen,Spence,Sexual Assault,2024,Q4,2
Belconnen,Weetangera,Sexual Assault,2024,Q4,0
Belconnen,Aranda,Property Damage,2024,Q4,3
Belconnen,Belconnen,Property Damage,2024,Q4,49
Belconnen,Bruce,Property Damage,2024,Q4,7
Belconnen,Charnwood,Property Damage,2024,Q4,2
Belconnen,Cook,Property Damage,2024,Q4,5
Belconnen,Dunlop,Property Damage,2024,Q4,10
Belconnen,Evatt,Property Damage,2024,Q4,3
Belconnen,Florey,Property Damage,2024,Q4,3
Belconnen,Flynn,Property Damage,2024,Q4,3
Belconnen,Fraser,Property Damage,2024,Q4,0
Belconnen,Giralang,Property Damage,2024,Q4,4
Belconnen,Hawker,Property Damage,2024,Q4,12
Belconnen,Higgins,Property Damage,2024,Q4,7
Belconnen,Holt,Property Damage,2024,Q4,8
Belconnen,Kaleen,Property Damage,2024,Q4,13
Belconnen,Latham,Property Damage,2024,Q4,2
Belconnen,Lawson,Property Damage,2024,Q4,9
Belconnen,Macgregor,Property Damage,2024,Q4,11
Belconnen,Macquarie,Property Damage,2024,Q4,6
Belconnen,McKellar,Property Damage,2024,Q4,3
Belconnen,Melba,Property Damage,2024,Q4,13
Belconnen,Page,Property Damage,2024,Q4,0
Belconnen,Scullin,Property Damage,2024,Q4,3
Belconnen,Spence,Property Damage,2024,Q4,2
Belconnen,Weetangera,Property Damage,2024,Q4,1
Belconnen,Aranda,Other,2024,Q4,14
Belconnen,Belconnen,Other,2024,Q4,143
Belconnen,Bruce,Other,2024,Q4,15
Belconnen,Charnwood,Other,2024,Q4,12
Belconnen,Cook,Other,2024,Q4,5
Belconnen,Dunlop,Other,2024,Q4,16
Belconnen,Evatt,Other,2024,Q4,9
Belconnen,Florey,Other,2024,Q4,23
Belconnen,Flynn,Other,2024,Q4,9
Belconnen,Fraser,Other,2024,Q4,4
Belconnen,Giralang,Other,2024,Q4,12
Belconnen,Hawker,Other,2024,Q4,20
Belconnen,Higgins,Other,2024,Q4,13
Belconnen,Holt,Other,2024,Q4,25
Belconnen,Kaleen,Other,2024,Q4,30
Belconnen,Latham,Other,2024,Q4,12
Belconnen,Lawson,Other,2024,Q4,6
Belconnen,Macgregor,Other,2024,Q4,11
Belconnen,Macquarie,Other,2024,Q4,6
Belconnen,McKellar,Other,2024,Q4,6
Belconnen,Melba,Other,2024,Q4,12
Belconnen,Page,Other,2024,Q4,11
Belconnen,Scullin,Other,2024,Q4,16
Belconnen,Spence,Other,2024,Q4,5
Belconnen,Weetangera,Other,2024,Q4,9
Belconnen,Aranda,CINs,2024,Q4,0
Belconnen,Belconnen,CINs,2024,Q4,0
Belconnen,Bruce,CINs,2024,Q4,0
Belconnen,Charnwood,CINs,2024,Q4,0
Belconnen,Cook,CINs,2024,Q4,0
Belconnen,Dunlop,CINs,2024,Q4,0
Belconnen,Evatt,CINs,2024,Q4,0
Belconnen,Florey,CINs,2024,Q4,0
Belconnen,Flynn,CINs,2024,Q4,0
Belconnen,Fraser,CINs,2024,Q4,0
Belconnen,Giralang,CINs,2024,Q4,0
Belconnen,Hawker,CINs,2024,Q4,0
Belconnen,Higgins,CINs,2024,Q4,0
Belconnen,Holt,CINs,2024,Q4,0
Belconnen,Kaleen,CINs,2024,Q4,0
Belconnen,Latham,CINs,2024,Q4,0
Belconnen,Lawson,CINs,2024,Q4,0
Belconnen,Macgregor,CINs,2024,Q4,0
Belconnen,Macquarie,CINs,2024,Q4,0
Belconnen,McKellar,CINs,2024,Q4,0
Belconnen,Melba,CINs,2024,Q4,0
Belconnen,Page,CINs,2024,Q4,0
Belconnen,Scullin,CINs,2024,Q4,0
Belconnen,Spence,CINs,2024,Q4,0
Belconnen,Weetangera,CINs,2024,Q4,0
Gungahlin,Amaroo,Homicide,2024,Q4,0
Gungahlin,Bonner,Homicide,2024,Q4,0
Gungahlin,Casey,Homicide,2024,Q4,0
Gungahlin,Crace,Homicide,2024,Q4,0
Gungahlin,Forde,Homicide,2024,Q4,0
Gungahlin,Franklin,Homicide,2024,Q4,0
Gungahlin,Gungahlin,Homicide,2024,Q4,0
Gungahlin,Hall,Homicide,2024,Q4,0
Gungahlin,Harrison,Homicide,2024,Q4,0
Gungahlin,Kenny,Homicide,2024,Q4,0
Gungahlin,Mitchell,Homicide,2024,Q4,0
Gungahlin,Ngunnawal,Homicide,2024,Q4,0
Gungahlin,Nicholls,Homicide,2024,Q4,0
Gungahlin,Palmerston,Homicide,2024,Q4,0
Gungahlin,Amaroo,Family Violence,2024,Q4,3
Gungahlin,Bonner,Family Violence,2024,Q4,2
Gungahlin,Casey,Family Violence,2024,Q4,7
Gungahlin,Crace,Family Violence,2024,Q4,2
Gungahlin,Forde,Family Violence,2024,Q4,3
Gungahlin,Franklin,Family Violence,2024,Q4,4
Gungahlin,Gungahlin,Family Violence,2024,Q4,5
Gungahlin,Hall,Family Violence,2024,Q4,0
Gungahlin,Harrison,Family Violence,2024,Q4,9
Gungahlin,Kenny,Family Violence,2024,Q4,0
Gungahlin,Mitchell,Family Violence,2024,Q4,1
Gungahlin,Ngunnawal,Family Violence,2024,Q4,12
Gungahlin,Nicholls,Family Violence,2024,Q4,1
Gungahlin,Palmerston,Family Violence,2024,Q4,2
Gungahlin,Amaroo,Assault,2024,Q4,6
Gungahlin,Bonner,Assault,2024,Q4,1
Gungahlin,Casey,Assault,2024,Q4,5
Gungahlin,Crace,Assault,2024,Q4,1
Gungahlin,Forde,Assault,2024,Q4,0
Gungahlin,Franklin,Assault,2024,Q4,12
Gungahlin,Gungahlin,Assault,2024,Q4,14
Gungahlin,Hall,Assault,2024,Q4,0
Gungahlin,Harrison,Assault,2024,Q4,2
Gungahlin,Kenny,Assault,2024,Q4,2
Gungahlin,Mitchell,Assault,2024,Q4,0
Gungahlin,Ngunnawal,Assault,2024,Q4,1
Gungahlin,Nicholls,Assault,2024,Q4,5
Gungahlin,Palmerston,Assault,2024,Q4,1
Gungahlin,Amaroo,Sexual Assault,2024,Q4,0
Gungahlin,Bonner,Sexual Assault,2024,Q4,1
Gungahlin,Casey,Sexual Assault,2024,Q4,0
Gungahlin,Crace,Sexual Assault,2024,Q4,0
Gungahlin,Forde,Sexual Assault,2024,Q4,1
Gungahlin,Franklin,Sexual Assault,2024,Q4,1
Gungahlin,Gungahlin,Sexual Assault,2024,Q4,7
Gungahlin,Hall,Sexual Assault,2024,Q4,0
Gungahlin,Harrison,Sexual Assault,2024,Q4,0
Gungahlin,Kenny,Sexual Assault,2024,Q4,0
Gungahlin,Mitchell,Sexual Assault,2024,Q4,0
Gungahlin,Ngunnawal,Sexual Assault,2024,Q4,3
Gungahlin,Nicholls,Sexual Assault,2024,Q4,0
Gungahlin,Palmerston,Sexual Assault,2024,Q4,0
Gungahlin,Amaroo,Property Damage,2024,Q4,10
Gungahlin,Bonner,Property Damage,2024,Q4,4
Gungahlin,Casey,Property Damage,2024,Q4,8
Gungahlin,Crace,Property Damage,2024,Q4,6
Gungahlin,Forde,Property Damage,2024,Q4,3
Gungahlin,Franklin,Property Damage,2024,Q4,8
Gungahlin,Gungahlin,Property Damage,2024,Q4,27
Gungahlin,Hall,Property Damage,2024,Q4,0
Gungahlin,Harrison,Property Damage,2024,Q4,3
Gungahlin,Kenny,Property Damage,2024,Q4,1
Gungahlin,Mitchell,Property Damage,2024,Q4,4
Gungahlin,Ngunnawal,Property Damage,2024,Q4,15
Gungahlin,Nicholls,Property Damage,2024,Q4,7
Gungahlin,Palmerston,Property Damage,2024,Q4,2
Gungahlin,Amaroo,Other,2024,Q4,16
Gungahlin,Bonner,Other,2024,Q4,15
Gungahlin,Casey,Other,2024,Q4,6
Gungahlin,Crace,Other,2024,Q4,19
Gungahlin,Forde,Other,2024,Q4,6
Gungahlin,Franklin,Other,2024,Q4,20
Gungahlin,Gungahlin,Other,2024,Q4,99
Gungahlin,Hall,Other,2024,Q4,3
Gungahlin,Harrison,Other,2024,Q4,8
Gungahlin,Kenny,Other,2024,Q4,9
Gungahlin,Mitchell,Other,2024,Q4,19
Gungahlin,Ngunnawal,Other,2024,Q4,16
Gungahlin,Nicholls,Other,2024,Q4,14
Gungahlin,Palmerston,Other,2024,Q4,10
Gungahlin,Amaroo,CINs,2024,Q4,0
Gungahlin,Bonner,CINs,2024,Q4,0
Gungahlin,Casey,CINs,2024,Q4,0
Gungahlin,Crace,CINs,2024,Q4,0
Gungahlin,Forde,CINs,2024,Q4,0
Gungahlin,Franklin,CINs,2024,Q4,0
Gungahlin,Gungahlin,CINs,2024,Q4,1
Gungahlin,Hall,CINs,2024,Q4,0
Gungahlin,Harrison,CINs,2024,Q4,0
Gungahlin,Kenny,CINs,2024,Q4,0
Gungahlin,Mitchell,CINs,2024,Q4,0
Gungahlin,Ngunnawal,CINs,2024,Q4,0
Gungahlin,Nicholls,CINs,2024,Q4,0
Gungahlin,Palmerston,CINs,2024,Q4,0
Inner North,Acton,Homicide,2024,Q4,0
Inner North,Ainslie,Homicide,2024,Q4,0
Inner North,Black Mountain,Homicide,2024,Q4,0
Inner North,Braddon,Homicide,2024,Q4,0
Inner North,Campbell,Homicide,2024,Q4,0
Inner North,Civic,Homicide,2024,Q4,0
Inner North,Dickson,Homicide,2024,Q4,0
Inner North,Downer,Homicide,2024,Q4,0
Inner North,Duntroon,Homicide,2024,Q4,0
Inner North,Hackett,Homicide,2024,Q4,0
Inner North,Lyneham,Homicide,2024,Q4,0
Inner North,Majura,Homicide,2024,Q4,0
Inner North,O'Connor,Homicide,2024,Q4,0
Inner North,Reid,Homicide,2024,Q4,0
Inner North,Russell,Homicide,2024,Q4,0
Inner North,Turner,Homicide,2024,Q4,0
Inner North,Watson,Homicide,2024,Q4,0
Inner North,Acton,Family Violence,2024,Q4,0
Inner North,Ainslie,Family Violence,2024,Q4,6
Inner North,Black Mountain,Family Violence,2024,Q4,0
Inner North,Braddon,Family Violence,2024,Q4,5
Inner North,Campbell,Family Violence,2024,Q4,0
Inner North,Civic,Family Violence,2024,Q4,19
Inner North,Dickson,Family Violence,2024,Q4,2
Inner North,Downer,Family Violence,2024,Q4,1
Inner North,Duntroon,Family Violence,2024,Q4,0
Inner North,Hackett,Family Violence,2024,Q4,4
Inner North,Lyneham,Family Violence,2024,Q4,3
Inner North,Majura,Family Violence,2024,Q4,0
Inner North,O'Connor,Family Violence,2024,Q4,1
Inner North,Reid,Family Violence,2024,Q4,2
Inner North,Russell,Family Violence,2024,Q4,0
Inner North,Turner,Family Violence,2024,Q4,4
Inner North,Watson,Family Violence,2024,Q4,6
Inner North,Acton,Assault,2024,Q4,2
Inner North,Ainslie,Assault,2024,Q4,3
Inner North,Black Mountain,Assault,2024,Q4,0
Inner North,Braddon,Assault,2024,Q4,17
Inner North,Campbell,Assault,2024,Q4,4
Inner North,Civic,Assault,2024,Q4,68
Inner North,Dickson,Assault,2024,Q4,11
Inner North,Downer,Assault,2024,Q4,3
Inner North,Duntroon,Assault,2024,Q4,0
Inner North,Hackett,Assault,2024,Q4,1
Inner North,Lyneham,Assault,2024,Q4,9
Inner North,Majura,Assault,2024,Q4,1
Inner North,O'Connor,Assault,2024,Q4,2
Inner North,Reid,Assault,2024,Q4,6
Inner North,Russell,Assault,2024,Q4,0
Inner North,Turner,Assault,2024,Q4,4
Inner North,Watson,Assault,2024,Q4,5
Inner North,Acton,Sexual Assault,2024,Q4,0
Inner North,Ainslie,Sexual Assault,2024,Q4,4
Inner North,Black Mountain,Sexual Assault,2024,Q4,0
Inner North,Braddon,Sexual Assault,2024,Q4,3
Inner North,Campbell,Sexual Assault,2024,Q4,0
Inner North,Civic,Sexual Assault,2024,Q4,19
Inner North,Dickson,Sexual Assault,2024,Q4,2
Inner North,Downer,Sexual Assault,2024,Q4,1
Inner North,Duntroon,Sexual Assault,2024,Q4,0
Inner North,Hackett,Sexual Assault,2024,Q4,3
Inner North,Lyneham,Sexual Assault,2024,Q4,1
Inner North,Majura,Sexual Assault,2024,Q4,0
Inner North,O'Connor,Sexual Assault,2024,Q4,3
Inner North,Reid,Sexual Assault,2024,Q4,1
Inner North,Russell,Sexual Assault,2024,Q4,0
Inner North,Turner,Sexual Assault,2024,Q4,1
Inner North,Watson,Sexual Assault,2024,Q4,4
Inner North,Acton,Property Damage,2024,Q4,5
Inner North,Ainslie,Property Damage,2024,Q4,9
Inner North,Black Mountain,Property Damage,2024,Q4,0
Inner North,Braddon,Property Damage,2024,Q4,38
Inner North,Campbell,Property Damage,2024,Q4,5
Inner North,Civic,Property Damage,2024,Q4,56
Inner North,Dickson,Property Damage,2024,Q4,20
Inner North,Downer,Property Damage,2024,Q4,11
Inner North,Duntroon,Property Damage,2024,Q4,0
Inner North,Hackett,Property Damage,2024,Q4,4
Inner North,Lyneham,Property Damage,2024,Q4,15
Inner North,Majura,Property Damage,2024,Q4,1
Inner North,O'Connor,Property Damage,2024,Q4,8
Inner North,Reid,Property Damage,2024,Q4,15
Inner North,Russell,Property Damage,2024,Q4,0
Inner North,Turner,Property Damage,2024,Q4,18
Inner North,Watson,Property Damage,2024,Q4,21
Inner North,Acton,Other,2024,Q4,39
Inner North,Ainslie,Other,2024,Q4,18
Inner North,Black Mountain,Other,2024,Q4,0
Inner North,Braddon,Other,2024,Q4,51
Inner North,Campbell,Other,2024,Q4,5
Inner North,Civic,Other,2024,Q4,196
Inner North,Dickson,Other,2024,Q4,48
Inner North,Downer,Other,2024,Q4,6
Inner North,Duntroon,Other,2024,Q4,0
Inner North,Hackett,Other,2024,Q4,9
Inner North,Lyneham,Other,2024,Q4,16
Inner North,Majura,Other,2024,Q4,16
Inner North,O'Connor,Other,2024,Q4,15
Inner North,Reid,Other,2024,Q4,34
Inner North,Russell,Other,2024,Q4,1
Inner North,Turner,Other,2024,Q4,16
Inner North,Watson,Other,2024,Q4,34
Inner North,Acton,CINs,2024,Q4,0
Inner North,Ainslie,CINs,2024,Q4,0
Inner North,Black Mountain,CINs,2024,Q4,0
Inner North,Braddon,CINs,2024,Q4,2
Inner North,Campbell,CINs,2024,Q4,0
Inner North,Civic,CINs,2024,Q4,2
Inner North,Dickson,CINs,2024,Q4,0
Inner North,Downer,CINs,2024,Q4,0
Inner North,Duntroon,CINs,2024,Q4,0
Inner North,Hackett,CINs,2024,Q4,0
Inner North,Lyneham,CINs,2024,Q4,0
Inner North,Majura,CINs,2024,Q4,0
Inner North,O'Connor,CINs,2024,Q4,0
Inner North,Reid,CINs,2024,Q4,0
Inner North,Russell,CINs,2024,Q4,0
Inner North,Turner,CINs,2024,Q4,0
Inner North,Watson,CINs,2024,Q4,0
Inner South,Barton,Homicide,2024,Q4,0
Inner South,Deakin,Homicide,2024,Q4,0
Inner South,Forrest,Homicide,2024,Q4,0
Inner South,Fyshwick,Homicide,2024,Q4,0
Inner South,Griffith,Homicide,2024,Q4,0
Inner South,Kingston,Homicide,2024,Q4,0
Inner South,Narrabundah,Homicide,2024,Q4,0
Inner South,Red Hill,Homicide,2024,Q4,0
Inner South,Yarralumla,Homicide,2024,Q4,0
Inner South,Barton,Family Violence,2024,Q4,1
Inner South,Deakin,Family Violence,2024,Q4,0
Inner South,Forrest,Family Violence,2024,Q4,0
Inner South,Fyshwick,Family Violence,2024,Q4,1
Inner South,Griffith,Family Violence,2024,Q4,1
Inner South,Kingston,Family Violence,2024,Q4,0
Inner South,Narrabundah,Family Violence,2024,Q4,3
Inner South,Red Hill,Family Violence,2024,Q4,3
Inner South,Yarralumla,Family Violence,2024,Q4,1
Inner South,Barton,Assault,2024,Q4,0
Inner South,Deakin,Assault,2024,Q4,0
Inner South,Forrest,Assault,2024,Q4,0
Inner South,Fyshwick,Assault,2024,Q4,4
Inner South,Griffith,Assault,2024,Q4,0
Inner South,Kingston,Assault,2024,Q4,0
Inner South,Narrabundah,Assault,2024,Q4,2
Inner South,Red Hill,Assault,2024,Q4,2
Inner South,Yarralumla,Assault,2024,Q4,1
Inner South,Barton,Sexual Assault,2024,Q4,0
Inner South,Deakin,Sexual Assault,2024,Q4,0
Inner South,Forrest,Sexual Assault,2024,Q4,1
Inner South,Fyshwick,Sexual Assault,2024,Q4,6
Inner South,Griffith,Sexual Assault,2024,Q4,0
Inner South,Kingston,Sexual Assault,2024,Q4,5
Inner South,Narrabundah,Sexual Assault,2024,Q4,3
Inner South,Red Hill,Sexual Assault,2024,Q4,1
Inner South,Yarralumla,Sexual Assault,2024,Q4,0
Inner South,Barton,Property Damage,2024,Q4,7
Inner South,Deakin,Property Damage,2024,Q4,4
Inner South,Forrest,Property Damage,2024,Q4,3
Inner South,Fyshwick,Property Damage,2024,Q4,10
Inner South,Griffith,Property Damage,2024,Q4,8
Inner South,Kingston,Property Damage,2024,Q4,5
Inner South,Narrabundah,Property Damage,2024,Q4,17
Inner South,Red Hill,Property Damage,2024,Q4,1
Inner South,Yarralumla,Property Damage,2024,Q4,5
Inner South,Barton,Other,2024,Q4,10
Inner South,Deakin,Other,2024,Q4,19
Inner South,Forrest,Other,2024,Q4,4
Inner South,Fyshwick,Other,2024,Q4,37
Inner South,Griffith,Other,2024,Q4,24
Inner South,Kingston,Other,2024,Q4,12
Inner South,Narrabundah,Other,2024,Q4,36
Inner South,Red Hill,Other,2024,Q4,20
Inner South,Yarralumla,Other,2024,Q4,15
Inner South,Barton,CINs,2024,Q4,0
Inner South,Deakin,CINs,2024,Q4,0
Inner South,Forrest,CINs,2024,Q4,0
Inner South,Fyshwick,CINs,2024,Q4,0
Inner South,Griffith,CINs,2024,Q4,0
Inner South,Kingston,CINs,2024,Q4,0
Inner South,Narrabundah,CINs,2024,Q4,0
Inner South,Red Hill,CINs,2024,Q4,0
Inner South,Yarralumla,CINs,2024,Q4,0
Weston Creek,Chapman,Homicide,2024,Q4,0
Weston Creek,Duffy,Homicide,2024,Q4,0
Weston Creek,Fisher,Homicide,2024,Q4,0
Weston Creek,Holder,Homicide,2024,Q4,0
Weston Creek,Rivett,Homicide,2024,Q4,0
Weston Creek,Stirling,Homicide,2024,Q4,0
Weston Creek,Waramanga,Homicide,2024,Q4,0
Weston Creek,Weston,Homicide,2024,Q4,0
Weston Creek,Chapman,Family Violence,2024,Q4,1
Weston Creek,Duffy,Family Violence,2024,Q4,2
Weston Creek,Fisher,Family Violence,2024,Q4,5
Weston Creek,Holder,Family Violence,2024,Q4,4
Weston Creek,Rivett,Family Violence,2024,Q4,8
Weston Creek,Stirling,Family Violence,2024,Q4,2
Weston Creek,Waramanga,Family Violence,2024,Q4,3
Weston Creek,Weston,Family Violence,2024,Q4,4
